"account","userName","eventSource","eventName","calls"
"045107234435","cdk-hnb659fds-cfn-exec-role-045107234435-us-east-2","s3.amazonaws.com","GetBucketReplication","6"
"045107234435","cdk-hnb659fds-cfn-exec-role-045107234435-us-east-2","s3.amazonaws.com","GetBucketObjectLockConfiguration","6"
"045107234435","cdk-hnb659fds-cfn-exec-role-045107234435-us-east-2","s3.amazonaws.com","GetBucketInventoryConfiguration","6"
"045107234435","cdk-hnb659fds-cfn-exec-role-045107234435-us-east-2","s3.amazonaws.com","GetBucketMetadataConfiguration","6"
"045107234435","cdk-hnb659fds-cfn-exec-role-045107234435-us-east-2","s3.amazonaws.com","GetBucketWebsite","6"
"362055466028","AWSServiceRoleForResourceExplorer","glue.amazonaws.com","GetTables","6"
"045107234435","GitHubActionsDeploymentRole-us-east-2-045107234435","ecr.amazonaws.com","PutImage","6"
"693590665244","cdk-hnb659fds-cfn-exec-role-693590665244-us-east-1","kms.amazonaws.com","CreateGrant","6"
"045107234435","cdk-hnb659fds-cfn-exec-role-045107234435-us-east-2","s3.amazonaws.com","GetBucketPublicAccessBlock","6"
"151676528673","AWSServiceRoleForResourceExplorer","frauddetector.amazonaws.com","GetEntityTypes","6"
"693590665244","GitHubActionsDeploymentRole-us-east-2-693590665244","lambda.amazonaws.com","GetFunction20150331v2","6"
"045107234435","cdk-hnb659fds-cfn-exec-role-045107234435-us-east-2","s3.amazonaws.com","GetBucketAnalyticsConfiguration","6"
"045107234435","cdk-hnb659fds-cfn-exec-role-045107234435-us-east-2","lambda.amazonaws.com","GetLayerVersion20181031","6"
"045107234435","cdk-hnb659fds-cfn-exec-role-045107234435-us-east-2","s3.amazonaws.com","GetBucketVersioning","6"
"651295191577","AWSServiceRoleForResourceExplorer","cloudcontrolapi.amazonaws.com","GetResource","6"
"693590665244","cdk-hnb659fds-cfn-exec-role-693590665244-us-east-2","lambda.amazonaws.com","DeleteLayerVersion20181031","6"
"362055466028","AWSServiceRoleForResourceExplorer","emr-containers.amazonaws.com","ListVirtualClusters","6"
"693590665244","cdk-hnb659fds-file-publishing-role-693590665244-us-east-1","s3.amazonaws.com","GetBucketLocation","6"
"693590665244","cdk-hnb659fds-file-publishing-role-693590665244-us-east-1","s3.amazonaws.com","GetBucketEncryption","6"
"693590665244","cdk-hnb659fds-cfn-exec-role-693590665244-us-east-1","kms.amazonaws.com","DescribeKey","6"
"362055466028","AWSServiceRoleForResourceExplorer","access-analyzer.amazonaws.com","ListAnalyzers","6"
"045107234435","GitHubActionsDeploymentRole-us-east-2-045107234435","ecr.amazonaws.com","BatchGetImage","6"
"045107234435","cdk-hnb659fds-cfn-exec-role-045107234435-us-east-2","s3.amazonaws.com","ListTagsForResource","6"
"045107234435","ACMCertificates-ACMCertsSSMReplicatorReplicateSSMPr-Sx29jGskZtv0","kms.amazonaws.com","Decrypt","6"
"651295191577","GitHubActionsDeploymentRole-us-east-2-651295191577","lambda.amazonaws.com","GetFunction20150331v2","6"
"045107234435","cdk-hnb659fds-cfn-exec-role-045107234435-us-east-1","kms.amazonaws.com","DescribeKey","6"
"693590665244","cdk-hnb659fds-file-publishing-role-693590665244-us-east-2","kms.amazonaws.com","Decrypt","6"
"045107234435","cdk-hnb659fds-cfn-exec-role-045107234435-us-east-2","s3.amazonaws.com","GetBucketLogging","6"
"045107234435","cdk-hnb659fds-cfn-exec-role-045107234435-us-east-2","s3.amazonaws.com","GetBucketMetadataTableConfiguration","6"
"045107234435","BackupWebsiteBucket-BackupBucketSSMReplicatorReplic-WFSa2WZ86Sy2","lambda.amazonaws.com","GetFunction20150331v2","6"
"045107234435","cdk-hnb659fds-cfn-exec-role-045107234435-us-east-2","s3.amazonaws.com","GetBucketOwnershipControls","6"
"045107234435","cdk-hnb659fds-cfn-exec-role-045107234435-us-east-2","s3.amazonaws.com","GetBucketNotification","6"
"693590665244","AWSServiceRoleForResourceExplorer","frauddetector.amazonaws.com","GetEntityTypes","6"
"362055466028","AWSServiceRoleForResourceExplorer","amplify.amazonaws.com","ListApps","6"
"693590665244","cdk-hnb659fds-deploy-role-693590665244-us-east-1","cloudformation.amazonaws.com","ExecuteChangeSet","6"
"045107234435","cdk-hnb659fds-deploy-role-045107234435-us-east-1","cloudformation.amazonaws.com","DescribeChangeSet","5"
"045107234435","cdk-hnb659fds-cfn-exec-role-045107234435-us-east-2","lambda.amazonaws.com","GetFunction20150331v2","5"
"362055466028","AWSServiceRoleForResourceExplorer","ec2.amazonaws.com","DescribeSubnets","5"
"693590665244","AWSServiceRoleForResourceExplorer","lambda.amazonaws.com","GetRuntimeManagementConfig","5"
"045107234435","BackupWebsiteBucket-BackupBucketSSMReplicatorSSMPar-ftq8WLZXq0kX","kms.amazonaws.com","Decrypt","5"
"693590665244","cdk-hnb659fds-deploy-role-693590665244-us-east-2","cloudformation.amazonaws.com","DeleteChangeSet","5"
"362055466028","AWSServiceRoleForResourceExplorer","elasticbeanstalk.amazonaws.com","DescribeApplications","5"
"693590665244","AWSServiceRoleForResourceExplorer","frauddetector.amazonaws.com","GetVariables","5"
"651295191577","AWSServiceRoleForResourceExplorer","frauddetector.amazonaws.com","GetDetectors","5"
"693590665244","GitHubActionsDeploymentRole-us-east-2-693590665244","s3.amazonaws.com","GetBucketVersioning","5"
"693590665244","AWSReservedSSO_AdministratorAccess_fcf6a3206be2735b","cloudformation.amazonaws.com","ListStackResources","5"
"693590665244","AWSServiceRoleForResourceExplorer","rds.amazonaws.com","DescribeDBSubnetGroups","5"
"693590665244","AWSServiceRoleForResourceExplorer","s3.amazonaws.com","GetBucketEncryption","5"
"045107234435","ACMCertificates-ACMCertsSSMReplicatorReplicateSSMPr-Sx29jGskZtv0","lambda.amazonaws.com","GetFunction20150331v2","5"
"693590665244","AWSServiceRoleForResourceExplorer","lambda.amazonaws.com","GetFunctionCodeSigningConfig","5"
"693590665244","cdk-hnb659fds-cfn-exec-role-693590665244-us-east-2","lambda.amazonaws.com","GetFunction20150331v2","5"
"151676528673","AWSServiceRoleForResourceExplorer","frauddetector.amazonaws.com","GetVariables","5"
"362055466028","AWSServiceRoleForResourceExplorer","appconfig.amazonaws.com","ListApplications","5"
"651295191577","GitHubActionsDeploymentRole-us-east-2-651295191577","s3.amazonaws.com","GetBucketVersioning","5"
"045107234435","ACMCertificates-ACMCertsSSMReplicatorSSMParamReplic-LCsH7xBnXvIb","kms.amazonaws.com","Decrypt","5"
"362055466028","AWSServiceRoleForResourceExplorer","mediatailor.amazonaws.com","ListSourceLocations","5"
"651295191577","AWSServiceRoleForResourceExplorer","frauddetector.amazonaws.com","GetVariables","5"
"045107234435","cdk-hnb659fds-cfn-exec-role-045107234435-us-east-1","logs.amazonaws.com","DescribeIndexPolicies","4"
"693590665244","cdk-hnb659fds-cfn-exec-role-693590665244-us-east-2","ssm.amazonaws.com","GetParameters","4"
"693590665244","AWSServiceRoleForResourceExplorer","elasticloadbalancing.amazonaws.com","DescribeLoadBalancers","4"
"045107234435","cdk-hnb659fds-cfn-exec-role-045107234435-us-east-1","logs.amazonaws.com","ListTagsForResource","4"
"045107234435","cdk-hnb659fds-cfn-exec-role-045107234435-us-east-2","iam.amazonaws.com","ListRolePolicies","4"
"045107234435","cdk-hnb659fds-cfn-exec-role-045107234435-us-east-1","iam.amazonaws.com","DeleteRole","4"
"045107234435","cdk-hnb659fds-cfn-exec-role-045107234435-us-east-2","logs.amazonaws.com","DescribeLogGroups","4"
"693590665244","cdk-hnb659fds-cfn-exec-role-693590665244-us-east-1","iam.amazonaws.com","TagRole","4"
"362055466028","AWSServiceRoleForResourceExplorer","proton.amazonaws.com","ListEnvironmentAccountConnections","4"
"693590665244","cdk-hnb659fds-deploy-role-693590665244-us-east-2","cloudformation.amazonaws.com","CreateChangeSet","4"
"693590665244","cdk-hnb659fds-cfn-exec-role-693590665244-us-east-1","iam.amazonaws.com","DeleteRolePolicy","4"
"693590665244","GitHubActionsDeploymentRole-us-east-2-693590665244","lambda.amazonaws.com","GetFunctionCodeSigningConfig","4"
"362055466028","AWSServiceRoleForResourceExplorer","sagemaker.amazonaws.com","ListImages","4"
"651295191577","GitHubActionsDeploymentRole-us-east-2-651295191577","s3.amazonaws.com","GetBucketLifecycle","4"
"045107234435","cdk-hnb659fds-cfn-exec-role-045107234435-us-east-1","lambda.amazonaws.com","DeleteFunction20150331","4"
"693590665244","cdk-hnb659fds-image-publishing-role-693590665244-us-east-1","ecr.amazonaws.com","DescribeRepositories","4"
"362055466028","AWSServiceRoleForResourceExplorer","ssm.amazonaws.com","ListResourceDataSync","4"
"651295191577","GitHubActionsDeploymentRole-us-east-2-651295191577","iam.amazonaws.com","ListRolePolicies","4"
"362055466028","AWSServiceRoleForResourceExplorer","vpc-lattice.amazonaws.com","ListServiceNetworks","4"
"362055466028","AWSServiceRoleForResourceExplorer","sagemaker.amazonaws.com","ListHubs","4"
"693590665244","cdk-hnb659fds-cfn-exec-role-693590665244-us-east-1","logs.amazonaws.com","PutRetentionPolicy","4"
"362055466028","AWSServiceRoleForResourceExplorer","logs.amazonaws.com","ListTagsForResource","4"
"045107234435","cdk-hnb659fds-cfn-exec-role-045107234435-us-east-1","logs.amazonaws.com","DescribeResourcePolicies","4"
"045107234435","cdk-hnb659fds-cfn-exec-role-045107234435-us-east-1","lambda.amazonaws.com","CreateFunction20150331","4"
"693590665244","cdk-hnb659fds-deploy-role-693590665244-us-east-2","kms.amazonaws.com","Decrypt","4"
"693590665244","cdk-hnb659fds-cfn-exec-role-693590665244-us-east-1","iam.amazonaws.com","DetachRolePolicy","4"
"693590665244","cdk-hnb659fds-cfn-exec-role-693590665244-us-east-2","cloudfront.amazonaws.com","DescribeFunction","4"
"693590665244","BackupWebsiteBucket-BackupBucketSSMReplicatorV2SSMP-KXiw4FChHldW","kms.amazonaws.com","Decrypt","4"
"362055466028","AWSServiceRoleForResourceExplorer","ec2.amazonaws.com","DescribeTrafficMirrorFilters","4"
"651295191577","AWSServiceRoleForResourceExplorer","frauddetector.amazonaws.com","GetLabels","4"
"693590665244","cdk-hnb659fds-file-publishing-role-693590665244-us-east-2","kms.amazonaws.com","GenerateDataKey","4"
"045107234435","cdk-hnb659fds-cfn-exec-role-045107234435-us-east-1","iam.amazonaws.com","CreateRole","4"
"693590665244","AWSServiceRoleForResourceExplorer","athena.amazonaws.com","ListWorkGroups","4"
"693590665244","cdk-hnb659fds-file-publishing-role-693590665244-us-east-2","s3.amazonaws.com","GetBucketEncryption","4"
"362055466028","AWSServiceRoleForResourceExplorer","vpc-lattice.amazonaws.com","ListServices","4"
"693590665244","AWSReservedSSO_AdministratorAccess_fcf6a3206be2735b","notifications.amazonaws.com","GetFeatureOptInStatus","4"
"693590665244","cdk-hnb659fds-cfn-exec-role-693590665244-us-east-1","iam.amazonaws.com","CreateRole","4"
"651295191577","GitHubActionsDeploymentRole-us-east-2-651295191577","lambda.amazonaws.com","ListVersionsByFunction20150331","4"
"045107234435","cdk-hnb659fds-cfn-exec-role-045107234435-us-east-1","logs.amazonaws.com","PutRetentionPolicy","4"
"693590665244","GitHubActionsDeploymentRole-us-east-2-693590665244","lambda.amazonaws.com","ListVersionsByFunction20150331","4"
"693590665244","cdk-hnb659fds-cfn-exec-role-693590665244-us-east-1","lambda.amazonaws.com","UpdateFunctionCode20150331v2","4"
"693590665244","AWSReservedSSO_AdministratorAccess_fcf6a3206be2735b","freetier.amazonaws.com","GetAccountPlanState","4"
"045107234435","cdk-hnb659fds-cfn-exec-role-045107234435-us-east-1","ssm.amazonaws.com","AddTagsToResource","4"
"693590665244","cdk-hnb659fds-file-publishing-role-693590665244-us-east-2","s3.amazonaws.com","GetBucketLocation","4"
"651295191577","AWSServiceRoleForResourceExplorer","dynamodb.amazonaws.com","GetResourcePolicy","4"
"693590665244","cdk-hnb659fds-deploy-role-693590665244-us-east-2","cloudformation.amazonaws.com","GetTemplate","4"
"362055466028","AWSServiceRoleForResourceExplorer","rds.amazonaws.com","DescribeDBParameterGroups","4"
"693590665244","cdk-hnb659fds-cfn-exec-role-693590665244-us-east-1","iam.amazonaws.com","AttachRolePolicy","4"
"651295191577","GitHubActionsDeploymentRole-us-east-2-651295191577","iam.amazonaws.com","ListAttachedRolePolicies","4"
"045107234435","cdk-hnb659fds-cfn-exec-role-045107234435-us-east-2","iam.amazonaws.com","ListAttachedRolePolicies","4"
"045107234435","cdk-hnb659fds-cfn-exec-role-045107234435-us-east-1","kms.amazonaws.com","Encrypt","4"
"693590665244","AWSServiceRoleForResourceExplorer","rds.amazonaws.com","DescribeDBSecurityGroups","4"
"693590665244","GitHubActionsDeploymentRole-us-east-2-693590665244","dynamodb.amazonaws.com","DescribeTable","4"
"693590665244","cdk-hnb659fds-image-publishing-role-693590665244-us-east-1","ecr.amazonaws.com","DescribeImages","4"
"362055466028","AWSServiceRoleForResourceExplorer","bedrock.amazonaws.com","ListAgents","4"
"693590665244","cdk-hnb659fds-cfn-exec-role-693590665244-us-east-1","logs.amazonaws.com","CreateLogGroup","4"
"693590665244","cdk-hnb659fds-cfn-exec-role-693590665244-us-east-1","lambda.amazonaws.com","CreateFunction20150331","4"
"045107234435","cdk-hnb659fds-cfn-exec-role-045107234435-us-east-1","iam.amazonaws.com","DetachRolePolicy","4"
"693590665244","cdk-hnb659fds-cfn-exec-role-693590665244-us-east-1","iam.amazonaws.com","DeleteRole","4"
"693590665244","Website-CustomCDKBucketDeployment8693BB64968944B69-MN1LB8U9WLIR","kms.amazonaws.com","Decrypt","4"
"045107234435","cdk-hnb659fds-cfn-exec-role-045107234435-us-east-1","iam.amazonaws.com","DeleteRolePolicy","4"
"693590665244","Website-CustomCDKBucketDeployment8693BB64968944B69-MN1LB8U9WLIR","cloudfront.amazonaws.com","GetInvalidation","4"
"045107234435","cdk-hnb659fds-cfn-exec-role-045107234435-us-east-2","logs.amazonaws.com","ListTagsForResource","4"
"151676528673","AWSServiceRoleForResourceExplorer","logs.amazonaws.com","DescribeLogGroups","4"
"045107234435","BackupWebsiteBucket-BackupBucketSSMReplicatorV2SSMP-65blc2k4xlNs","kms.amazonaws.com","Decrypt","4"
"651295191577","GitHubActionsDeploymentRole-us-east-2-651295191577","lambda.amazonaws.com","GetFunctionCodeSigningConfig","4"
"045107234435","cdk-hnb659fds-cfn-exec-role-045107234435-us-east-1","iam.amazonaws.com","AttachRolePolicy","4"
"651295191577","GitHubActionsDeploymentRole-us-east-2-651295191577","iam.amazonaws.com","GetRole","4"
"045107234435","cdk-hnb659fds-cfn-exec-role-045107234435-us-east-1","logs.amazonaws.com","CreateLogGroup","4"
"045107234435","Website-CustomCDKBucketDeployment8693BB64968944B69A-sl8e1XdbfMqC","kms.amazonaws.com","Decrypt","4"
"045107234435","cdk-hnb659fds-cfn-exec-role-045107234435-us-east-1","iam.amazonaws.com","PutRolePolicy","4"
"045107234435","ACMCertificates-ACMCertsSSMReplicatorV2SSMParamRepl-dfftIuOn5VeN","kms.amazonaws.com","Decrypt","4"
"693590665244","cdk-hnb659fds-cfn-exec-role-693590665244-us-east-1","iam.amazonaws.com","PutRolePolicy","4"
"651295191577","AWSServiceRoleForResourceExplorer","logs.amazonaws.com","ListTagsForResource","4"
"693590665244","GitHubActionsDeploymentRole-us-east-2-693590665244","iam.amazonaws.com","ListAttachedRolePolicies","4"
"651295191577","AWSServiceRoleForResourceExplorer","frauddetector.amazonaws.com","GetModels","4"
"693590665244","AWSReservedSSO_AdministratorAccess_fcf6a3206be2735b","uxc.amazonaws.com","GetAccountColor","4"
"362055466028","AWSServiceRoleForResourceExplorer","pinpoint.amazonaws.com","GetApps","4"
"362055466028","AWSServiceRoleForResourceExplorer","resource-groups.amazonaws.com","ListGroups","4"
"693590665244","GitHubActionsDeploymentRole-us-east-2-693590665244","s3.amazonaws.com","GetBucketLifecycle","4"
"045107234435","cdk-hnb659fds-cfn-exec-role-045107234435-us-east-2","iam.amazonaws.com","GetRole","4"
"362055466028","AWSServiceRoleForResourceExplorer","ds.amazonaws.com","DescribeDirectories","4"
"045107234435","GitHubActionsDeploymentRole-us-east-2-045107234435","iam.amazonaws.com","ListAttachedRolePolicies","4"
"693590665244","cdk-hnb659fds-cfn-exec-role-693590665244-us-east-1","kms.amazonaws.com","Encrypt","4"
"693590665244","cdk-hnb659fds-cfn-exec-role-693590665244-us-east-2","cloudfront.amazonaws.com","GetOriginAccessControl","4"
"651295191577","AWSServiceRoleForResourceExplorer","elasticloadbalancing.amazonaws.com","DescribeLoadBalancers","4"
"045107234435","cdk-hnb659fds-cfn-exec-role-045107234435-us-east-2","iam.amazonaws.com","GetRolePolicy","4"
"151676528673","AWSServiceRoleForResourceExplorer","guardduty.amazonaws.com","ListDetectors","4"
"693590665244","cdk-hnb659fds-cfn-exec-role-693590665244-us-east-1","ssm.amazonaws.com","RemoveTagsFromResource","4"
"045107234435","Website-CustomCDKBucketDeployment8693BB64968944B69A-sl8e1XdbfMqC","cloudfront.amazonaws.com","GetInvalidation","4"
"693590665244","cdk-hnb659fds-cfn-exec-role-693590665244-us-east-1","lambda.amazonaws.com","DeleteFunction20150331","4"
"651295191577","AWSServiceRoleForResourceExplorer","frauddetector.amazonaws.com","GetEventTypes","4"
"362055466028","AWSServiceRoleForResourceExplorer","aps.amazonaws.com","ListWorkspaces","4"
"045107234435","GitHubActionsDeploymentRole-us-east-2-045107234435","s3.amazonaws.com","GetBucketVersioning","4"
"693590665244","cdk-hnb659fds-cfn-exec-role-693590665244-us-east-2","cloudfront.amazonaws.com","GetFunction","4"
"045107234435","cdk-hnb659fds-cfn-exec-role-045107234435-us-east-1","lambda.amazonaws.com","GetFunctionRecursionConfig","4"
"362055466028","AWSServiceRoleForResourceExplorer","network-firewall.amazonaws.com","ListRuleGroups","4"
"693590665244","GitHubActionsDeploymentRole-us-east-2-693590665244","iam.amazonaws.com","GetRole","4"
"362055466028","AWSServiceRoleForResourceExplorer","logs.amazonaws.com","DescribeLogGroups","4"
"693590665244","cdk-hnb659fds-cfn-exec-role-693590665244-us-east-1","iam.amazonaws.com","UntagRole","4"
"651295191577","GitHubActionsDeploymentRole-us-east-2-651295191577","dynamodb.amazonaws.com","DescribeTable","4"
"045107234435","cdk-hnb659fds-deploy-role-045107234435-us-east-2","cloudformation.amazonaws.com","DescribeChangeSet","4"
"693590665244","ACMCertificates-ACMCertsSSMReplicatorV2SSMParamRepl-bVZhXyGqewuo","kms.amazonaws.com","Decrypt","4"
"693590665244","GitHubActionsDeploymentRole-us-east-2-693590665244","iam.amazonaws.com","ListRolePolicies","4"
"651295191577","AWSServiceRoleForResourceExplorer","apigateway.amazonaws.com","GetApis","4"
"362055466028","AWSServiceRoleForResourceExplorer","cloudformation.amazonaws.com","ListStacks","3"
"362055466028","AWSServiceRoleForResourceExplorer","ec2.amazonaws.com","DescribeNetworkInsightsAnalyses","3"
"362055466028","AWSServiceRoleForResourceExplorer","sagemaker.amazonaws.com","ListApps","3"
"362055466028","AWSServiceRoleForResourceExplorer","personalize.amazonaws.com","ListSolutions","3"
"362055466028","AWSServiceRoleForResourceExplorer","memorydb.amazonaws.com","DescribeClusters","3"
"362055466028","AWSServiceRoleForResourceExplorer","ec2.amazonaws.com","DescribeFlowLogs","3"
"651295191577","GitHubActionsDeploymentRole-us-east-2-651295191577","lambda.amazonaws.com","TagResource20170331v2","3"
"362055466028","AWSServiceRoleForResourceExplorer","ec2.amazonaws.com","DescribeFleets","3"
"362055466028","AWSServiceRoleForResourceExplorer","gamelift.amazonaws.com","ListLocations","3"
"362055466028","AWSServiceRoleForResourceExplorer","events.amazonaws.com","ListConnections","3"
"362055466028","AWSServiceRoleForResourceExplorer","ec2.amazonaws.com","DescribeInternetGateways","3"
"362055466028","AWSServiceRoleForResourceExplorer","ec2.amazonaws.com","DescribeNetworkAcls","3"
"362055466028","AWSServiceRoleForResourceExplorer","sagemaker.amazonaws.com","ListWorkforces","3"
"362055466028","AWSServiceRoleForResourceExplorer","iot.amazonaws.com","ListRoleAliases","3"
"362055466028","AWSServiceRoleForResourceExplorer","ec2.amazonaws.com","DescribeKeyPairs","3"
"362055466028","AWSServiceRoleForResourceExplorer","sagemaker.amazonaws.com","ListAppImageConfigs","3"
"362055466028","AWSServiceRoleForResourceExplorer","mediapackage.amazonaws.com","ListAssets","3"
"362055466028","AWSServiceRoleForResourceExplorer","glue.amazonaws.com","ListMLTransforms","3"
"693590665244","AWSServiceRoleForResourceExplorer","ses.amazonaws.com","ListEmailIdentities","3"
"362055466028","AWSServiceRoleForResourceExplorer","appstream.amazonaws.com","DescribeFleets","3"
"693590665244","cdk-hnb659fds-cfn-exec-role-693590665244-us-east-2","iam.amazonaws.com","TagRole","3"
"693590665244","AWSReservedSSO_AdministratorAccess_fcf6a3206be2735b","ec2.amazonaws.com","DescribeRegions","3"
"362055466028","AWSServiceRoleForResourceExplorer","cloudformation.amazonaws.com","ListStackSets","3"
"362055466028","AWSServiceRoleForResourceExplorer","firehose.amazonaws.com","ListDeliveryStreams","3"
"362055466028","AWSServiceRoleForResourceExplorer","rds.amazonaws.com","DescribeDBSecurityGroups","3"
"045107234435","BackupWebsiteBucket-BackupBucketSSMReplicatorV2SSMP-65blc2k4xlNs","ssm.amazonaws.com","GetParameter","3"
"362055466028","AWSServiceRoleForResourceExplorer","sagemaker.amazonaws.com","ListInferenceExperiments","3"
"362055466028","AWSServiceRoleForResourceExplorer","ec2.amazonaws.com","DescribeLaunchTemplates","3"
"362055466028","AWSServiceRoleForResourceExplorer","storagegateway.amazonaws.com","ListGateways","3"
"362055466028","AWSServiceRoleForResourceExplorer","fsx.amazonaws.com","DescribeFileSystems","3"
"362055466028","AWSServiceRoleForResourceExplorer","states.amazonaws.com","ListActivities","3"
"362055466028","AWSServiceRoleForResourceExplorer","iot.amazonaws.com","ListThingTypes","3"
"362055466028","AWSServiceRoleForResourceExplorer","ssm-incidents.amazonaws.com","ListResponsePlans","3"
"651295191577","AWSServiceRoleForResourceExplorer","ec2.amazonaws.com","GetSubnetCidrReservations","3"
"362055466028","AWSServiceRoleForResourceExplorer","memorydb.amazonaws.com","DescribeSnapshots","3"
"693590665244","AWSReservedSSO_AdministratorAccess_fcf6a3206be2735b","cloudformation.amazonaws.com","GetTemplate","3"
"362055466028","AWSServiceRoleForResourceExplorer","route53resolver.amazonaws.com","ListFirewallRuleGroups","3"
"362055466028","AWSServiceRoleForResourceExplorer","imagebuilder.amazonaws.com","ListDistributionConfigurations","3"
"362055466028","AWSServiceRoleForResourceExplorer","sagemaker.amazonaws.com","ListStudioLifecycleConfigs","3"
"362055466028","AWSServiceRoleForResourceExplorer","sagemaker.amazonaws.com","ListArtifacts","3"
"362055466028","AWSServiceRoleForResourceExplorer","ec2.amazonaws.com","DescribeSecurityGroups","3"
"362055466028","AWSServiceRoleForResourceExplorer","ec2.amazonaws.com","DescribeCustomerGateways","3"
"362055466028","AWSServiceRoleForResourceExplorer","ses.amazonaws.com","ListEmailIdentities","3"
"362055466028","AWSServiceRoleForResourceExplorer","detective.amazonaws.com","ListGraphs","3"
"362055466028","AWSServiceRoleForResourceExplorer","sagemaker.amazonaws.com","ListUserProfiles","3"
"362055466028","AWSServiceRoleForResourceExplorer","resource-explorer-2.amazonaws.com","ListViews","3"
"362055466028","AWSServiceRoleForResourceExplorer","wafv2.amazonaws.com","ListRuleGroups","3"
"362055466028","AWSServiceRoleForResourceExplorer","ec2.amazonaws.com","DescribeHosts","3"
"362055466028","AWSServiceRoleForResourceExplorer","iot.amazonaws.com","ListCertificates","3"
"362055466028","AWSServiceRoleForResourceExplorer","ec2.amazonaws.com","DescribeDhcpOptions","3"
"362055466028","AWSServiceRoleForResourceExplorer","vpc-lattice.amazonaws.com","ListTargetGroups","3"
"693590665244","AWSServiceRoleForResourceExplorer","ec2.amazonaws.com","DescribeDhcpOptions","3"
"045107234435","BackupWebsiteBucket-BackupBucketSSMReplicatorV2SSMP-65blc2k4xlNs","ssm.amazonaws.com","PutParameter","3"
"151676528673","AWSServiceRoleForResourceExplorer","elasticloadbalancing.amazonaws.com","DescribeLoadBalancers","3"
"362055466028","AWSServiceRoleForResourceExplorer","cognito-idp.amazonaws.com","ListUserPools","3"
"362055466028","AWSServiceRoleForResourceExplorer","ec2.amazonaws.com","DescribeVpcs","3"
"362055466028","AWSServiceRoleForResourceExplorer","iot.amazonaws.com","ListTopicRules","3"
"693590665244","AWSServiceRoleForResourceExplorer","memorydb.amazonaws.com","DescribeParameterGroups","3"
"362055466028","AWSServiceRoleForResourceExplorer","proton.amazonaws.com","ListServiceTemplates","3"
"362055466028","AWSServiceRoleForResourceExplorer","wafv2.amazonaws.com","ListRegexPatternSets","3"
"362055466028","AWSServiceRoleForResourceExplorer","datasync.amazonaws.com","ListLocations","3"
"362055466028","AWSServiceRoleForResourceExplorer","codepipeline.amazonaws.com","ListPipelines","3"
"693590665244","AWSServiceRoleForResourceExplorer","rds.amazonaws.com","DescribeDBParameterGroups","3"
"362055466028","AWSServiceRoleForResourceExplorer","kinesisanalytics.amazonaws.com","ListApplications","3"
"362055466028","AWSServiceRoleForResourceExplorer","events.amazonaws.com","ListRules","3"
"362055466028","AWSServiceRoleForResourceExplorer","bedrock.amazonaws.com","ListPromptRouters","3"
"362055466028","AWSServiceRoleForResourceExplorer","imagebuilder.amazonaws.com","ListImageRecipes","3"
"362055466028","AWSServiceRoleForResourceExplorer","comprehend.amazonaws.com","ListEntityRecognizers","3"
"362055466028","AWSServiceRoleForResourceExplorer","glue.amazonaws.com","GetJobs","3"
"362055466028","AWSServiceRoleForResourceExplorer","cloudtrail.amazonaws.com","ListChannels","3"
"362055466028","AWSServiceRoleForResourceExplorer","ec2.amazonaws.com","DescribeImages","3"
"362055466028","AWSServiceRoleForResourceExplorer","athena.amazonaws.com","ListWorkGroups","3"
"362055466028","AWSServiceRoleForResourceExplorer","acm.amazonaws.com","ListCertificates","3"
"362055466028","AWSServiceRoleForResourceExplorer","elasticbeanstalk.amazonaws.com","DescribeEnvironments","3"
"362055466028","AWSServiceRoleForResourceExplorer","transfer.amazonaws.com","ListCertificates","3"
"693590665244","AWSServiceRoleForResourceExplorer","apigateway.amazonaws.com","GetApis","3"
"362055466028","AWSServiceRoleForResourceExplorer","imagebuilder.amazonaws.com","ListImagePipelines","3"
"693590665244","AWSServiceRoleForResourceExplorer","cloudformation.amazonaws.com","ListStacks","3"
"362055466028","AWSServiceRoleForResourceExplorer","ec2.amazonaws.com","DescribeVerifiedAccessTrustProviders","3"
"362055466028","AWSServiceRoleForResourceExplorer","sagemaker.amazonaws.com","ListHumanTaskUis","3"
"362055466028","AWSServiceRoleForResourceExplorer","sagemaker.amazonaws.com","ListCodeRepositories","3"
"362055466028","AWSServiceRoleForResourceExplorer","network-firewall.amazonaws.com","ListFirewalls","3"
"362055466028","AWSServiceRoleForResourceExplorer","ec2.amazonaws.com","DescribeTransitGatewayAttachments","3"
"362055466028","AWSServiceRoleForResourceExplorer","ec2.amazonaws.com","DescribeEgressOnlyInternetGateways","3"
"362055466028","AWSServiceRoleForResourceExplorer","batch.amazonaws.com","DescribeJobDefinitions","3"
"045107234435","cdk-hnb659fds-file-publishing-role-045107234435-us-east-2","s3.amazonaws.com","GetBucketEncryption","3"
"362055466028","AWSServiceRoleForResourceExplorer","databrew.amazonaws.com","ListDatasets","3"
"045107234435","BackupWebsiteBucket-BackupBucketSSMReplicatorSSMPar-ftq8WLZXq0kX","ssm.amazonaws.com","PutParameter","3"
"362055466028","AWSServiceRoleForResourceExplorer","redshift.amazonaws.com","DescribeUsageLimits","3"
"362055466028","AWSServiceRoleForResourceExplorer","ec2.amazonaws.com","DescribeVpcPeeringConnections","3"
"362055466028","AWSServiceRoleForResourceExplorer","memorydb.amazonaws.com","DescribeUsers","3"
